sku;list_products_1;list_products_2;list_products_3;list_products_4;list_products_5;list_products_6;list_products_7;list_products_8;list_products_9;list_products_10;list_products_11;list_products_12;list_products_13;list_products_14;list_products_15;list_products_16;list_products_17;list_products_18;list_products_19;list_products_20;min_price;max_price
U391805;(93, 114);(115, 135);(136, 156);(157, 177);(178, 198);(199, 219);(220, 240);(241, 261);(262, 282);(283, 303);(304, 324);(325, 345);(346, 366);(367, 387);(388, 408);(409, 429);(430, 450);(451, 471);(472, 492);(493, 499);93;499
