sku;list_products_1;list_products_2;list_products_3;list_products_4;list_products_5;list_products_6;list_products_7;list_products_8;list_products_9;list_products_10;list_products_11;list_products_12;list_products_13;list_products_14;list_products_15;list_products_16;list_products_17;list_products_18;list_products_19;list_products_20;min_price;max_price
P443799;(2765, 4542);(4543, 6319);(6320, 8096);(8097, 9873);(9874, 11650);(11651, 13427);(13428, 15204);(15205, 16981);(16982, 18758);(18759, 20535);(20536, 22312);(22313, 24089);(24090, 25866);(25867, 27643);(27644, 29420);(29421, 31197);(31198, 32974);(32975, 34751);(34752, 36528);(36529, 38302);2765;38302
