client_numeric,vendor_numeric,year,month,day,sku_count_products,total_num_count_products,total_price_products
10866.184063986644,79.36171096404686,1.4725710651930366,3.4481444238391044,8.85715068659953,10.404103839886247,463.80910095763636,856894.5529970829
