sku;list_products_1;list_products_2;list_products_3;list_products_4;list_products_5;list_products_6;list_products_7;list_products_8;list_products_9;list_products_10;list_products_11;list_products_12;list_products_13;list_products_14;list_products_15;list_products_16;list_products_17;list_products_18;list_products_19;list_products_20;min_price;max_price
H401391;(230, 554);(555, 878);(879, 1202);(1203, 1526);(1527, 1850);(1851, 2174);(2175, 2498);(2499, 2822);(2823, 3146);(3147, 3470);(3471, 3794);(3795, 4118);(4119, 4442);(4443, 4766);(4767, 5090);(5091, 5414);(5415, 5738);(5739, 6062);(6063, 6386);(6387, 6705);230;6705
