sku;list_products_1;list_products_2;list_products_3;list_products_4;list_products_5;list_products_6;list_products_7;list_products_8;list_products_9;list_products_10;list_products_11;list_products_12;list_products_13;list_products_14;list_products_15;list_products_16;list_products_17;list_products_18;list_products_19;list_products_20;list_products_21;list_products_22;list_products_23;list_products_24;list_products_25;list_products_26;min_price;max_price
H401391;(230, 480);(481, 730);(731, 980);(981, 1230);(1231, 1480);(1481, 1730);(1731, 1980);(1981, 2230);(2231, 2480);(2481, 2730);(2731, 2980);(2981, 3230);(3231, 3480);(3481, 3730);(3731, 3980);(3981, 4230);(4231, 4480);(4481, 4730);(4731, 4980);(4981, 5230);(5231, 5480);(5481, 5730);(5731, 5980);(5981, 6230);(6231, 6480);(6481, 6705);230;6705
