client_numeric,vendor_numeric,year,month,day,sku_count_products,total_num_count_products,total_price_products
10250.077834698832,94.42620455674862,2020.013097335002,6.519642099840511,15.32925982104992,12.922862576849926,118.47037228797485,169187.44035040704
