client_numeric,vendor_numeric,year,month,day,sku_count_products,total_num_count_products,total_price_products
8140.5837384171355,85.11871487163907,2020.4840498253077,7.019747835333434,15.247911286647426,17.224973416375512,137.01830472428983,192836.34638462708
