Iteration,AverageSaleValue,MinSaleValue,MaxSaleValue,Distance,Tolerance,client_numeric,day,month,sku_count_products,total_num_count_products,total_price_products,vendor_numeric,year
27,5538.36,2152.71,8096.03,0.0223681,13,-0.901096,-1.48998,-0.678251,-1.23468,0.490502,0.509498,-0.970038,0.255184
28,4935.51,2024.86,8170.75,0.0242085,13,-0.901096,-1.48998,-0.678251,-1.23468,0.485244,0.514756,-0.970038,0.255184
29,4801.36,1925.43,8241.22,0.0232239,13,-0.901096,-1.48998,-0.678251,-1.23468,0.487526,0.512474,-0.970038,0.255184
30,5778.13,2391.52,8225.65,0.0240577,13,-0.901096,-1.48998,-0.678251,-1.23468,0.491362,0.508638,-0.970038,0.255184
31,5317.2,1905.38,8208.3,0.02291,13,-0.901096,-1.48998,-0.678251,-1.23468,0.494887,0.505113,-0.970038,0.255184
32,5479.82,1939.71,8203.14,0.0224889,13,-0.901096,-1.48998,-0.678251,-1.23468,0.49391,0.50609,-0.970038,0.255184
33,5257.54,1947.7,8249,0.024124,13,-0.901096,-1.48998,-0.678251,-1.23468,0.490812,0.509188,-0.970038,0.255184
34,4931.76,2011.83,8175.65,0.0215586,13,-0.901096,-1.48998,-0.678251,-1.23468,0.494488,0.505512,-0.970038,0.255184
35,5245.54,1961.88,8250.34,0.0232433,13,-0.901096,-1.48998,-0.678251,-1.23468,0.49469,0.50531,-0.970038,0.255184
36,5580.22,2299.63,8251.23,0.0242257,13,-0.901096,-1.48998,-0.678251,-1.23468,0.492243,0.507757,-0.970038,0.255184
37,5389.1,3007.39,7987.55,0.0224583,13,-0.901096,-1.48998,-0.678251,-1.23468,0.489806,0.510194,-0.970038,0.255184
38,4889.63,1983.39,8190.25,0.0234345,13,-0.901096,-1.48998,-0.678251,-1.23468,0.488741,0.511259,-0.970038,0.255184
39,4808.07,1901.24,7614.41,0.023535,13,-0.901096,-1.48998,-0.678251,-1.23468,0.492588,0.507412,-0.970038,0.255184
40,5030.47,2217.68,8212.59,0.0219232,13,-0.901096,-1.48998,-0.678251,-1.23468,0.494235,0.505765,-0.970038,0.255184
41,4853.8,2023.1,8232.53,0.0219289,13,-0.901096,-1.48998,-0.678251,-1.23468,0.492068,0.507932,-0.970038,0.255184
42,6165.64,1937.51,8248.59,0.0228459,13,-0.901096,-1.48998,-0.678251,-1.23468,0.492059,0.507941,-0.970038,0.255184
43,5118.73,2129.14,8160.47,0.0237816,13,-0.901096,-1.48998,-0.678251,-1.23468,0.490129,0.509871,-0.970038,0.255184
44,4189.46,1937.62,8239.53,0.0226532,13,-0.901096,-1.48998,-0.678251,-1.23468,0.487003,0.512997,-0.970038,0.255184
45,5592.6,2133.01,8171.08,0.0232898,13,-0.901096,-1.48998,-0.678251,-1.23468,0.484647,0.515353,-0.970038,0.255184
46,5225.71,2001.25,7924.35,0.0232147,13,-0.901096,-1.48998,-0.678251,-1.23468,0.484994,0.515006,-0.970038,0.255184
47,4939.09,2098.56,8189.44,0.024513,13,-0.901096,-1.48998,-0.678251,-1.23468,0.487201,0.512799,-0.970038,0.255184
48,4766.61,1956.66,8246.13,0.0226114,13,-0.901096,-1.48998,-0.678251,-1.23468,0.487075,0.512925,-0.970038,0.255184
49,5079.41,2127.73,8249.51,0.0235845,13,-0.901096,-1.48998,-0.678251,-1.23468,0.488664,0.511336,-0.970038,0.255184
50,5007.64,1899.25,8033.75,0.0223282,13,-0.901096,-1.48998,-0.678251,-1.23468,0.490173,0.509827,-0.970038,0.255184
