sku;list_products_1;list_products_2;list_products_3;list_products_4;list_products_5;list_products_6;list_products_7;list_products_8;list_products_9;list_products_10;list_products_11;list_products_12;list_products_13;list_products_14;list_products_15;list_products_16;list_products_17;list_products_18;list_products_19;list_products_20;list_products_21;list_products_22;list_products_23;list_products_24;list_products_25;list_products_26;min_price;max_price
Z285320;(1898, 2148);(2149, 2398);(2399, 2648);(2649, 2898);(2899, 3148);(3149, 3398);(3399, 3648);(3649, 3898);(3899, 4148);(4149, 4398);(4399, 4648);(4649, 4898);(4899, 5148);(5149, 5398);(5399, 5648);(5649, 5898);(5899, 6148);(6149, 6398);(6399, 6648);(6649, 6898);(6899, 7148);(7149, 7398);(7399, 7648);(7649, 7898);(7899, 8148);(8149, 8253);1898;8253
