sku;list_products_1;list_products_2;list_products_3;list_products_4;list_products_5;list_products_6;list_products_7;list_products_8;list_products_9;list_products_10;list_products_11;list_products_12;list_products_13;list_products_14;list_products_15;list_products_16;list_products_17;list_products_18;list_products_19;list_products_20;min_price;max_price
Z285320;(1898, 2216);(2217, 2534);(2535, 2852);(2853, 3170);(3171, 3488);(3489, 3806);(3807, 4124);(4125, 4442);(4443, 4760);(4761, 5078);(5079, 5396);(5397, 5714);(5715, 6032);(6033, 6350);(6351, 6668);(6669, 6986);(6987, 7304);(7305, 7622);(7623, 7940);(7941, 8253);1898;8253
