client_numeric;vendor_numeric;year;month;day;sku_count_products;total_num_count_products;total_price_products
5727;115;2022;1;12;15;44;93353
780;100;2022;1;12;9;17;21052
5781;73;2022;1;11;8;119;148885
5800;15;2022;1;12;9;24;33886
5800;15;2022;1;12;11;34;47035
5822;126;2022;1;11;19;69;98579
5863;5;2022;1;11;27;125;210724
5800;15;2022;1;11;11;26;31174
5800;15;2022;1;12;16;39;34754
5882;48;2022;1;12;16;32;192315
5934;110;2022;1;13;19;78;119049
272;80;2022;1;12;4;8;41784
4268;13;2022;1;11;16;88;76195
2793;98;2022;1;11;21;54;95687
6032;68;2022;1;11;12;28;73207
780;100;2022;1;12;14;45;58837
4926;3;2022;1;11;7;11;9869
1665;11;2022;1;11;13;27;72381
6135;68;2022;1;11;41;160;243535
1179;19;2022;1;11;22;57;102673
2757;104;2022;1;12;11;52;146939
6241;13;2022;1;13;10;26;55941
6246;85;2022;1;12;29;87;99515
6249;88;2022;1;12;21;69;140782
6282;44;2022;1;13;15;39;76913
1039;78;2022;1;13;15;20;36651
407;9;2022;1;13;2;9;10857
6342;72;2022;1;13;14;57;139467
6343;132;2022;1;13;3;8;24460
6356;13;2022;1;13;15;66;378460
6364;37;2022;1;12;16;38;96749
6363;66;2022;1;13;10;15;28940
6377;62;2022;1;13;7;22;51959
6393;106;2022;1;13;15;37;66540
1179;19;2022;1;12;15;29;67045
3249;90;2022;1;12;12;32;94865
6476;106;2022;1;12;20;44;79637
6546;27;2022;1;12;7;151;75785
2132;32;2022;1;13;7;61;126380
6556;57;2022;1;12;33;95;128023
6558;38;2022;1;13;12;45;79968
6568;97;2022;1;13;27;99;254742
6624;37;2022;1;13;17;48;63945
1824;98;2022;1;13;6;11;34848
453;74;2022;1;13;20;31;43457
6695;69;2022;1;13;13;23;46190
4408;108;2022;1;12;15;32;52439
2219;15;2022;1;13;13;18;47295
6330;126;2022;1;13;7;15;224598
6762;37;2022;1;12;20;89;178249
6803;27;2022;1;13;8;89;97001
6831;81;2022;1;13;18;87;315091
6857;95;2022;1;13;22;460;360089
6941;37;2022;1;14;7;37;47959
4819;91;2022;1;14;12;35;154012
6978;56;2022;1;13;14;44;131978
6998;119;2022;1;14;17;130;316136
717;72;2022;1;13;11;26;31845
7042;111;2022;1;14;39;318;396710
7076;27;2022;1;14;10;62;228000
1665;11;2022;1;13;13;27;72381
2235;18;2022;1;14;14;56;99574
7151;130;2022;1;14;11;308;364084
7219;27;2022;1;14;19;36;43416
7221;88;2022;1;14;21;130;202894
7223;37;2022;1;14;4;6;14892
3684;83;2022;1;13;19;66;99538
3684;83;2022;1;14;47;196;339190
7314;27;2022;1;14;9;20;42528
7335;91;2022;1;14;36;98;194163
7426;39;2022;1;17;15;46;86631
7426;39;2022;1;17;16;38;98076
2529;91;2022;1;17;13;24;33872
7525;37;2022;1;17;3;36;34872
7531;85;2022;1;17;5;6;21977
924;37;2022;1;17;7;15;62794
7566;37;2022;1;17;30;90;183751
1418;95;2022;1;17;9;17;45456
1409;95;2022;1;14;9;17;45456
7621;15;2022;1;17;9;15;80495
7724;51;2022;1;14;8;14;37036
7750;27;2022;1;18;8;9;44705
7752;37;2022;1;17;8;24;41025
4683;69;2022;1;18;24;78;244469
762;127;2022;1;18;7;15;61815
7024;88;2022;1;18;23;51;81387
8150;88;2022;1;18;7;32;98016
8151;88;2022;1;18;7;32;98016
8014;43;2022;1;18;16;56;82661
8252;132;2022;1;18;12;47;186868
8293;37;2022;1;18;23;88;99370
1338;32;2022;1;18;16;25;61985
2637;44;2022;1;18;14;90;113584
2637;44;2022;1;19;8;117;41958
8468;37;2022;1;19;20;51;62048
1359;19;2022;1;19;15;28;53815
8537;37;2022;1;18;28;85;175138
8550;63;2022;1;20;21;58;65378
2193;134;2022;1;19;9;20;43952
8616;62;2022;1;20;16;148;241297
1179;19;2022;1;19;13;30;73694
8639;105;2022;1;20;17;38;102007
8639;105;2022;1;19;22;55;106492
8639;105;2022;1;20;19;62;136759
8666;130;2022;1;20;18;49;176240
2529;91;2022;1;20;19;37;86847
2132;32;2022;1;19;8;17;37386
1392;16;2022;1;19;14;28;55005
8703;48;2022;1;19;13;22;68211
4571;108;2022;1;19;10;43;57356
4357;8;2022;1;20;21;80;247694
3569;110;2022;1;19;16;37;67741
6135;68;2022;1;20;14;57;148281
2324;77;2022;1;20;12;32;56017
1654;68;2022;1;20;9;20;38035
8876;102;2022;1;20;20;137;321482
5422;119;2022;1;21;7;16;18157
694;104;2022;1;21;1;4;12672
9006;37;2022;1;21;21;737;1478590
4129;12;2022;1;21;10;60;106642
2190;63;2022;1;21;7;11;44601
693;43;2022;1;20;15;26;77829
9121;69;2022;1;21;1;6;13248
9124;27;2022;1;20;8;69;137473
1313;44;2022;1;21;15;40;96801
1313;44;2022;1;21;11;18;28341
4125;101;2022;1;21;15;88;203036
9216;21;2022;1;21;26;57;97969
3967;110;2022;1;21;2;3;6946
9302;3;2022;1;24;6;25;34212
9296;88;2022;1;24;42;141;221077
6020;123;2022;1;24;19;792;314441
9355;130;2022;1;24;3;103;718568
9367;37;2022;1;21;16;105;53434
744;45;2022;1;24;3;4;11312
744;45;2022;1;24;4;9;10884
9397;129;2022;1;24;38;163;242111
2571;17;2022;1;24;6;47;89951
33;23;2022;1;21;10;73;94823
9508;90;2022;1;21;12;124;129138
9522;12;2022;1;24;44;344;753137
6941;37;2022;1;25;8;17;63748
9582;65;2022;1;25;14;169;232284
9636;115;2022;1;25;9;47;105288
7277;37;2022;1;24;6;26;32638
9664;43;2022;1;24;5;68;270264
9702;86;2022;1;24;10;221;311630
5174;44;2022;1;24;16;47;100004
2750;15;2022;1;25;21;93;148927
9745;46;2022;1;25;17;114;168365
9748;37;2022;1;25;37;1546;1427337
191;44;2022;1;24;22;233;657929
9758;37;2022;1;25;14;38;65088
191;44;2022;1;24;22;233;657929
9786;88;2022;1;25;21;55;170862
9807;43;2022;1;25;9;35;54891
9808;37;2022;1;25;22;90;92630
5174;44;2022;1;25;17;62;137154
5915;70;2022;1;26;2;54;66646
5844;34;2022;1;25;10;21;68027
9884;98;2022;1;25;11;48;78209
9894;37;2022;1;25;20;76;80336
9899;37;2022;1;25;23;113;100466
9908;2;2022;1;26;8;56;77632
9954;99;2022;1;25;16;78;85183
1570;68;2022;1;26;15;65;200866
7223;37;2022;1;25;11;27;66166
2889;86;2022;1;26;9;108;296536
24;21;2022;1;26;19;63;132140
10020;127;2022;1;26;34;568;672454
334;44;2022;1;26;8;22;22839
403;93;2022;1;26;18;154;506792
4177;51;2022;1;27;12;98;304171
5495;38;2022;1;26;12;37;87648
1853;9;2022;1;26;31;176;246579
10165;37;2022;1;27;6;14;70596
485;37;2022;1;26;17;60;72089
10169;27;2022;1;26;11;72;54583
10203;83;2022;1;27;19;49;62994
10273;159;2022;1;27;36;369;462434
9121;69;2022;1;27;6;60;73064
10322;98;2022;1;27;11;37;67997
2750;15;2022;1;27;12;115;168500
5339;37;2022;1;26;17;156;278342
10454;88;2022;1;27;14;111;311741
10486;109;2022;1;28;22;189;170186
3654;63;2022;1;28;16;38;146930
5915;154;2022;1;28;2;54;66646
229;37;2022;1;27;10;21;37291
853;37;2022;1;28;33;194;113008
1179;19;2022;1;28;10;18;39544
1942;12;2022;1;28;22;170;373515
1920;146;2022;1;28;22;111;473640
10568;109;2022;1;28;108;1064;1497750
10577;37;2022;1;27;20;30;91174
3623;123;2022;1;28;25;135;268610
4600;37;2022;1;27;6;36;62843
1261;19;2022;1;28;14;67;70857
2387;111;2022;1;28;18;42;109735
191;44;2022;1;27;15;45;93894
10675;37;2022;1;28;19;62;248317
10702;53;2022;1;27;9;56;135634
3569;110;2022;1;27;11;12;25664
10725;109;2022;1;28;12;30;88283
3569;110;2022;1;28;16;19;37620
10763;107;2022;1;31;31;147;220445
10774;72;2022;1;31;8;14;27223
331;105;2022;1;28;13;21;57403
4513;38;2022;1;31;20;39;56353
2023;124;2022;1;31;4;13;29442
4384;111;2022;1;31;1;15;40335
2203;109;2022;1;31;14;108;231760
10829;37;2022;1;31;11;26;39953
4408;135;2022;1;31;3;7;7285
3670;43;2022;1;31;15;147;240453
5535;68;2022;1;31;3;17;74188
10918;51;2022;1;31;16;26;66303
10955;65;2022;1;31;27;63;160934
646;43;2022;2;2;11;15;28271
287;74;2022;1;31;14;15;36851
5995;97;2022;1;31;16;57;262623
6229;17;2022;1;31;13;77;153845
4462;32;2022;1;31;11;120;53268
10984;102;2022;1;31;18;148;83367
11022;37;2022;1;31;9;40;52344
11022;37;2022;1;31;9;40;52344
436;63;2022;2;1;6;59;96785
5956;65;2022;1;31;30;126;291955
11117;37;2022;1;31;13;19;45963
11119;120;2022;1;31;10;1922;4417652
11129;130;2022;1;31;3;16;53571
11130;154;2022;1;31;15;33;69889
11166;27;2022;1;31;17;600;208081
436;63;2022;2;1;6;66;113222
436;63;2022;2;1;6;17;29780
469;36;2022;2;1;12;29;67146
585;36;2022;2;1;2;2;3444
671;111;2022;2;2;4;15;32482
436;63;2022;2;1;6;49;82339
436;63;2022;2;1;13;51;104965
436;63;2022;2;1;6;52;88104
436;63;2022;2;1;6;17;29780
436;63;2022;2;1;6;17;29780
436;63;2022;2;1;6;17;29780
436;63;2022;2;1;6;39;65894
6345;115;2022;2;1;21;72;109865
11212;106;2022;2;2;21;66;199090
11213;27;2022;2;1;19;93;168172
2018;58;2022;2;1;27;91;147346
2319;37;2022;2;2;19;48;118218
1885;37;2022;2;2;11;19;45326
6629;37;2022;2;1;3;4;14110
646;43;2022;2;1;13;24;29310
5169;48;2022;2;2;34;396;447255
5800;36;2022;2;2;17;44;31548
9576;44;2022;2;2;28;60;147482
5800;36;2022;2;2;14;20;37408
5800;36;2022;2;2;14;48;43436
5800;36;2022;2;1;12;25;25500
10128;56;2022;2;2;9;19;65482
3880;91;2022;2;1;7;20;49755
3880;91;2022;2;2;8;14;31110
3880;91;2022;2;2;8;12;22150
3880;91;2022;2;2;9;18;29685
3880;91;2022;2;2;3;5;9376
3880;91;2022;2;7;3;4;6436
233;27;2022;2;2;23;56;107954
5781;18;2022;2;2;11;72;208617
846;7;2022;2;2;10;22;43981
3880;91;2022;2;2;14;22;71012
6486;37;2022;2;2;30;59;101522
3467;78;2022;2;2;9;26;59288
3880;91;2022;2;3;12;31;30934
3880;91;2022;2;2;9;12;32612
11536;27;2022;2;2;17;45;78796
3880;91;2022;2;3;47;331;431133
231;127;2022;2;3;17;48;87742
11591;71;2022;2;3;12;209;126616
1164;97;2022;2;2;13;41;146824
2526;128;2022;2;2;17;84;101690
6564;97;2022;2;2;12;42;101221
5366;18;2022;2;3;5;12;53120
3621;54;2022;2;3;39;329;609604
11639;27;2022;2;3;19;35;57507
11642;37;2022;2;2;14;32;71623
8793;20;2022;2;2;20;1643;710241
6227;24;2022;2;3;14;82;181074
947;128;2022;2;3;20;60;158649
202;44;2022;2;3;9;211;298380
11667;38;2022;2;7;7;58;87099
11668;126;2022;2;4;14;36;78878
10017;9;2022;2;3;6;20;41001
4693;16;2022;2;4;16;67;166580
6572;129;2022;2;3;15;96;99292
6342;24;2022;2;8;13;29;105587
4530;71;2022;2;4;25;201;232760
2529;103;2022;2;4;10;15;33235
2406;45;2022;2;3;5;12;28075
1359;19;2022;2;3;13;23;55798
11761;55;2022;2;4;31;168;266250
11765;5;2022;2;7;18;53;148318
11768;37;2022;2;3;14;30;32928
3880;91;2022;2;3;9;12;32612
1872;134;2022;2;4;17;43;79738
539;154;2022;2;7;22;103;192444
1519;64;2022;2;4;10;37;67247
11827;27;2022;2;4;15;52;147348
2019;47;2022;2;4;7;32;149310
959;82;2022;2;7;13;26;95773
4178;78;2022;2;4;48;424;591360
3262;88;2022;2;7;41;172;408486
1198;82;2022;2;7;18;60;102505
1625;103;2022;2;7;46;133;172106
11881;8;2022;2;4;12;29;120348
426;44;2022;2;7;6;28;56605
11893;34;2022;2;4;13;48;125452
2219;36;2022;2;7;13;17;45939
2219;36;2022;2;7;9;17;50052
646;43;2022;2;7;10;13;29974
820;33;2022;2;7;30;215;330833
202;44;2022;2;7;7;145;468408
6135;68;2022;2;4;35;150;235860
4472;7;2022;2;9;15;29;56122
4392;134;2022;2;7;10;14;27240
3623;123;2022;2;9;12;83;340409
5956;65;2022;2;7;2;9;29262
3480;93;2022;2;10;17;72;115516
4397;42;2022;2;10;16;41;122592
6364;37;2022;2;7;21;59;149696
1506;82;2022;2;8;44;285;403801
123;65;2022;2;8;30;84;102979
123;65;2022;2;7;3;8;32341
5396;37;2022;2;7;20;123;171115
2276;8;2022;2;8;21;282;73197
6343;132;2022;2;7;8;33;73724
2050;103;2022;2;8;13;40;132689
453;103;2022;2;8;22;44;91769
7074;56;2022;2;8;22;106;332528
12104;97;2022;2;8;13;22;60326
1198;82;2022;2;8;16;60;63966
1665;46;2022;2;8;28;72;206327
3623;123;2022;2;8;27;153;311344
12131;55;2022;2;7;17;152;170855
1665;46;2022;2;7;11;30;63482
6624;37;2022;2;8;16;45;54783
12172;116;2022;2;8;16;42;91981
2793;89;2022;2;9;4;31;65954
947;128;2022;2;8;26;80;147418
2555;3;2022;2;9;25;141;197313
4218;44;2022;2;9;9;24;29406
12227;37;2022;2;8;5;23;70668
717;24;2022;2;9;17;36;84156
5544;30;2022;2;9;22;107;337340
717;24;2022;2;8;26;61;100310
717;24;2022;2;8;15;24;65296
5544;30;2022;2;8;20;86;177003
5544;30;2022;2;8;18;51;94799
3314;26;2022;2;8;2;20;46850
4602;163;2022;2;9;21;53;91720
3463;88;2022;2;9;10;28;47955
3463;88;2022;2;9;12;32;62859
4375;100;2022;2;8;15;50;204669
12324;37;2022;2;8;10;27;138532
3238;56;2022;2;9;36;216;317568
7089;159;2022;2;9;8;51;109391
12346;76;2022;2;9;12;27;80384
4552;31;2022;2;8;11;51;99775
3119;37;2022;2;9;20;39;67478
1385;51;2022;2;9;16;41;158989
12380;37;2022;2;9;21;52;64952
12403;56;2022;2;9;28;119;422427
689;5;2022;2;10;3;4;7231
12431;76;2022;2;10;48;161;177665
407;91;2022;2;10;3;4;26126
12469;7;2022;2;10;19;69;130556
6343;132;2022;2;9;12;63;109520
780;100;2022;2;11;10;29;30925
12484;37;2022;2;9;17;45;60718
2261;126;2022;2;9;23;32;72600
6094;37;2022;2;9;5;22;63849
12510;42;2022;2;10;14;38;84079
813;44;2022;2;9;5;16;16615
4821;8;2022;2;10;18;104;206755
4517;71;2022;2;10;29;84;171728
4928;37;2022;2;10;8;37;42974
11668;126;2022;2;11;7;22;51179
6020;55;2022;2;11;11;64;401329
5727;115;2022;2;11;13;31;81044
1716;96;2022;2;11;11;59;114254
780;100;2022;2;10;6;20;24556
780;100;2022;2;11;16;52;59960
190;17;2022;2;10;11;20;38624
4582;42;2022;2;11;10;120;117236
3282;51;2022;2;10;15;39;41752
1039;78;2022;2;11;11;31;34218
6556;57;2022;2;10;33;146;152827
2019;47;2022;2;11;14;35;135944
8616;64;2022;2;11;18;109;251119
6393;106;2022;2;11;19;114;125592
12709;37;2022;2;14;26;297;145583
12723;126;2022;2;10;7;10;25678
3064;44;2022;2;11;14;73;177822
1384;30;2022;2;11;6;9;18645
2955;37;2022;2;11;11;40;44982
1193;38;2022;2;14;5;15;32681
12778;27;2022;2;14;19;44;81519
12801;37;2022;2;14;28;48;103780
915;8;2022;2;14;3;20;71172
5339;37;2022;2;15;7;21;207529
6279;44;2022;2;14;6;10;37665
694;130;2022;2;15;5;124;350032
12884;136;2022;2;14;14;34;64407
12892;26;2022;2;14;5;22;85089
6356;163;2022;2;15;9;19;195800
4958;92;2022;2;15;31;331;569787
12952;42;2022;2;14;18;32;70768
7151;64;2022;2;15;12;169;411531
3847;18;2022;2;15;8;62;154619
3684;78;2022;2;14;12;33;73939
3684;78;2022;2;14;47;196;366487
12975;159;2022;2;15;18;21;51457
5956;65;2022;2;15;20;100;158392
12978;18;2022;2;14;8;31;64188
12984;159;2022;2;15;9;13;26865
12991;37;2022;2;15;8;24;55673
6032;68;2022;2;15;14;36;64948
7577;90;2022;2;16;14;629;766522
13021;135;2022;2;16;8;52;116124
924;37;2022;2;16;12;26;82179
568;37;2022;2;17;30;138;374307
568;37;2022;2;17;30;138;374307
3684;78;2022;2;15;47;196;365887
3358;138;2022;2;16;16;126;398747
13077;54;2022;2;16;24;118;130563
4268;163;2022;2;16;8;26;39816
8840;8;2022;2;16;6;30;64325
3260;128;2022;2;15;21;116;163817
2501;30;2022;2;16;13;58;66927
2637;44;2022;2;16;12;244;107394
13127;135;2022;2;16;11;51;114064
5132;37;2022;2;16;13;32;73608
407;91;2022;2;17;3;3;13403
4933;44;2022;2;16;17;57;95324
13166;37;2022;2;16;12;41;61363
4316;80;2022;2;16;12;41;115401
202;44;2022;2;17;1;10;53500
7219;37;2022;2;16;16;28;37793
13203;42;2022;2;16;10;49;86699
477;147;2022;2;17;14;24;33983
4129;56;2022;2;17;12;48;140962
12;56;2022;2;18;18;59;83031
5795;100;2022;2;17;14;29;51003
7042;111;2022;2;17;36;264;195368
1981;44;2022;2;18;3;46;178551
3621;54;2022;2;18;13;86;158507
13251;78;2022;2;17;10;23;53782
4693;23;2022;2;18;25;103;402288
13288;89;2022;2;17;21;54;131027
4177;7;2022;2;21;46;347;527815
3281;44;2022;2;21;23;78;191323
13396;93;2022;2;18;10;18;184093
9492;93;2022;2;21;18;184;171244
2019;47;2022;2;21;26;96;174776
7563;27;2022;2;21;24;84;89713
13441;98;2022;2;18;24;183;220183
5770;39;2022;2;21;26;215;304300
6377;64;2022;2;21;7;20;41811
4233;123;2022;2;21;2;8;79660
13491;135;2022;2;22;16;32;75858
13541;37;2022;2;21;15;71;315543
9455;9;2022;2;22;23;53;149409
2354;35;2022;2;22;9;43;51195
13561;37;2022;2;21;10;25;32967
306;27;2022;2;21;10;19;30407
8690;98;2022;2;21;11;35;109181
13607;70;2022;2;22;18;142;105580
4210;37;2022;2;22;14;80;83349
13611;27;2022;2;21;9;16;40821
9576;102;2022;2;22;18;32;70780
2234;80;2022;2;22;6;29;37438
7608;69;2022;2;22;8;15;35609
13734;37;2022;2;22;10;40;41895
4177;7;2022;2;22;19;79;259486
13808;37;2022;2;25;16;44;63143
13809;37;2022;2;23;8;15;30712
5422;54;2022;2;24;6;13;14895
477;147;2022;2;24;14;24;33918
2750;36;2022;2;24;20;79;152559
6881;39;2022;2;24;23;118;308087
3151;37;2022;2;24;21;187;364607
6802;95;2022;2;24;1;3;12285
469;36;2022;2;24;13;19;83024
13214;128;2022;2;24;25;73;148182
1313;44;2022;2;25;15;37;105116
2019;47;2022;2;24;9;31;69049
5175;26;2022;2;25;26;266;470214
9745;46;2022;2;25;21;134;205751
7898;70;2022;2;24;33;326;250223
6290;33;2022;2;24;9;32;27482
3448;36;2022;2;25;12;26;40533
7227;100;2022;2;25;14;211;617166
2775;30;2022;2;25;11;23;25173
14042;147;2022;2;24;26;713;601115
293;100;2022;2;25;42;329;614513
10568;109;2022;2;25;92;1126;1451780
14083;97;2022;2;25;25;251;382975
5718;106;2022;2;25;3;19;74439
5915;70;2022;2;25;13;27;118775
7724;51;2022;2;24;27;71;107145
2889;97;2022;2;28;13;365;580326
4952;38;2022;2;28;8;16;35106
7986;95;2022;2;28;11;23;120357
9150;26;2022;2;25;11;40;144194
4696;46;2022;2;28;22;60;174953
4045;37;2022;2;28;8;9;21537
3031;59;2022;2;28;10;27;57806
14207;125;2022;2;28;26;81;175778
6342;24;2022;2;28;11;35;66937
14237;37;2022;2;28;45;156;142861
4408;108;2022;2;25;21;142;132457
1654;68;2022;2;28;9;19;41181
962;43;2022;2;25;32;193;322006
9121;69;2022;2;28;3;27;101128
229;37;2022;2;25;10;18;45142
10725;109;2022;3;7;18;68;134599
14276;44;2022;2;28;24;109;225873
411;20;2022;2;28;23;349;1052832
5339;37;2022;2;28;4;9;43686
5956;65;2022;2;28;25;107;252566
3919;117;2022;2;28;22;361;649211
1893;37;2022;2;28;14;29;69136
7535;99;2022;2;28;25;104;143767
14335;88;2022;2;28;2;15;42035
14358;37;2022;2;28;14;31;75191
1313;44;2022;3;2;16;54;92468
11644;109;2022;2;28;7;29;48574
3783;39;2022;2;28;15;48;77884
6676;103;2022;2;28;11;146;278263
9522;56;2022;2;28;32;217;418269
4125;78;2022;2;28;14;74;160021
2529;103;2022;3;2;21;40;94074
469;36;2022;3;2;17;104;293926
7425;104;2022;3;1;27;171;232816
7750;27;2022;3;2;9;10;25381
5995;134;2022;3;4;17;49;136852
14451;115;2022;3;1;22;238;1016317
8135;127;2022;3;1;28;101;264747
694;104;2022;3;2;9;218;498937
1395;117;2022;3;2;14;58;115409
1665;46;2022;3;1;13;27;79595
1198;82;2022;3;2;20;86;88484
1885;37;2022;3;2;13;36;62138
5366;18;2022;3;2;11;152;140500
2387;111;2022;3;1;6;33;83765
539;111;2022;3;1;15;139;206342
3031;59;2022;3;2;12;17;32036
10955;65;2022;3;1;31;73;134294
6135;68;2022;3;2;12;48;121362
4357;71;2022;3;2;11;33;85215
8876;102;2022;3;2;8;88;443005
7713;70;2022;3;2;12;57;80682
4280;135;2022;3;2;22;177;159574
5355;92;2022;3;2;8;23;32581
3569;7;2022;3;2;10;23;32681
585;36;2022;3;2;2;2;4999
9287;108;2022;3;1;10;86;174878
6032;68;2022;3;1;6;10;23153
