client_numeric,vendor_numeric,year,month,day,sku_count_products,total_num_count_products,total_price_products
11242.29809963302,83.2983395054223,1.4359758585775675,3.4283748335835083,8.864452817308587,9.970033534593675,217.22507022621315,291822.13681337296
