client_numeric;vendor_numeric;year;month;day;sku_count_products;total_num_count_products;total_price_products
6044;82;2022;11;4;21;231;235429
949;96;2022;11;7;23;164;686160
22172;37;2022;11;7;13;42;77968
10928;37;2022;11;7;10;28;22400
256;65;2022;11;7;4;16;43631
8798;28;2022;11;8;23;61;77796
570;20;2022;11;8;10;32;271634
6032;68;2022;11;8;13;50;142284
6135;68;2022;11;8;34;117;187099
487;109;2022;11;8;24;34;88694
4733;108;2022;11;9;12;44;87203
2793;89;2022;11;11;18;94;202519
3265;93;2022;11;9;9;75;231890
12118;33;2022;11;11;41;314;672971
2195;37;2022;11;11;24;46;92943
9234;153;2022;11;11;18;153;441802
6933;95;2022;11;15;21;106;190924
10557;72;2022;11;11;18;27;365067
4237;74;2022;11;14;10;16;47544
23800;166;2022;11;14;9;20;88687
5107;120;2022;11;14;5;182;253564
9697;37;2022;11;15;138;525;1405415
203;154;2022;11;14;8;46;152186
1899;115;2022;11;15;34;118;180850
7923;79;2022;11;16;12;140;395622
1739;2;2022;11;15;19;131;242196
2464;134;2022;11;15;28;158;323073
2512;56;2022;11;17;8;135;634415
152;72;2022;11;17;22;55;206196
5352;109;2022;11;17;11;50;88173
18939;9;2022;11;17;13;353;387722
20159;37;2022;11;21;23;75;133874
4245;56;2022;11;22;12;33;143728
10005;37;2022;11;21;31;310;718883
5518;12;2022;11;22;41;590;753712
10644;37;2022;11;23;70;336;340010
7120;37;2022;11;22;6;8;22270
1975;88;2022;11;24;7;35;88240
2810;37;2022;11;25;13;92;99107
2059;33;2022;11;24;6;28;80679
7908;37;2022;11;25;12;43;74468
7908;37;2022;11;25;12;43;74470
5616;104;2022;11;28;25;583;209895
4683;159;2022;11;28;19;36;117203
19803;78;2022;11;25;19;73;194432
21020;125;2022;11;28;21;124;250041
2199;32;2022;11;29;12;25;43426
10948;80;2022;11;28;24;44;83219
203;154;2022;11;29;9;51;154741
3238;56;2022;11;29;39;104;224959
2669;65;2022;11;30;21;90;225225
4304;88;2022;11;29;15;57;297133
11873;37;2022;11;30;15;30;59957
11606;111;2022;11;30;16;68;249127
10141;37;2022;12;1;21;129;215317
11863;5;2022;12;2;6;127;213726
13180;56;2022;12;1;23;34;57793
7322;17;2022;12;1;9;29;81772
13180;56;2022;12;1;28;46;130205
13180;56;2022;12;1;23;34;57793
13180;56;2022;12;1;26;57;128347
13180;56;2022;12;3;15;22;46684
13180;56;2022;12;3;29;62;118107
2441;37;2022;12;1;19;57;70431
13498;125;2022;12;2;20;224;492107
6662;37;2022;12;5;19;70;116794
6436;21;2022;12;5;42;482;716167
195;82;2022;12;5;21;69;107978
15027;37;2022;12;2;17;59;195031
1018;19;2022;12;6;20;82;147225
2195;37;2022;12;6;13;29;77133
1910;135;2022;12;6;26;80;195140
1490;54;2022;12;7;3;4;12091
10928;37;2022;12;5;11;24;17739
1401;90;2022;12;6;44;85;257562
4561;37;2022;12;6;28;99;134054
6032;68;2022;12;6;19;40;123155
13180;56;2022;12;6;25;48;160379
5625;88;2022;12;9;7;22;25930
12561;125;2022;12;9;15;198;344155
16465;37;2022;12;12;28;67;200558
1018;19;2022;12;12;2;7;7989
4323;58;2022;12;12;21;113;72059
6135;68;2022;12;9;33;99;184459
8732;63;2022;12;10;32;171;855712
1872;41;2022;12;9;17;43;66141
8732;63;2022;12;12;24;101;416380
15531;159;2022;12;12;11;18;129281
10535;154;2022;12;13;22;106;395012
12568;56;2022;12;12;13;68;191870
2793;89;2022;12;13;13;57;182833
1082;51;2022;12;13;40;1302;588483
17104;56;2022;12;14;12;15;60604
5207;83;2022;12;15;16;726;1036165
9196;37;2022;12;15;14;25;80014
33;23;2022;12;19;10;53;169305
7181;83;2022;12;20;24;87;319032
15681;110;2022;12;20;20;394;557822
6662;37;2022;12;21;8;31;81727
6956;77;2022;12;21;8;13;27170
4021;78;2022;12;20;4;18;51200
17783;37;2022;12;21;7;27;93406
22681;37;2022;12;21;35;120;300999
6276;16;2022;12;21;20;188;309463
3490;102;2022;12;21;17;81;180181
3761;37;2022;12;22;10;24;104942
5763;37;2022;12;22;19;120;135353
6032;68;2022;12;22;12;44;136104
2669;65;2022;12;26;22;53;140030
1739;2;2022;12;26;35;589;310991
4792;56;2022;12;27;37;950;1420592
1452;79;2022;12;27;13;33;122255
12222;37;2022;12;28;15;175;116192
1022;5;2022;12;28;28;170;372082
8323;41;2022;12;28;21;142;329587
1510;17;2022;12;29;12;33;157297
20295;88;2022;12;29;18;33;49904
5518;12;2022;12;29;46;533;940292
3238;56;2022;12;29;38;103;240093
4873;2;2021;8;23;19;110;201734
5438;53;2021;10;8;25;75;132325
1106;55;2021;10;13;13;81;169325
361;96;2021;12;28;1;4;7488
7043;37;2021;12;29;9;39;130805
4339;109;2021;12;29;13;31;167184
1384;48;2021;12;29;27;157;385142
15049;109;2021;12;30;10;49;71467
5170;110;2021;1;5;22;100;160468
298;9;2021;1;4;21;104;341155
257;53;2021;1;5;4;12;61742
7172;131;2021;1;5;15;83;196072
8811;27;2021;1;5;16;141;81299
10187;97;2021;1;7;79;340;871286
4245;56;2021;1;11;16;105;148628
12670;110;2021;1;11;8;23;46551
20879;68;2021;1;11;18;107;134488
3388;6;2021;1;14;48;149;192453
1039;13;2021;1;14;11;11;27740
1013;104;2021;1;14;5;35;73631
17750;58;2021;1;15;16;101;88422
5080;20;2021;1;14;10;119;167618
9984;5;2021;1;18;25;89;96162
25764;58;2021;1;18;10;70;56530
7657;71;2021;1;18;37;335;365500
877;104;2021;1;19;5;377;208227
436;56;2021;1;18;10;27;49554
19385;58;2021;1;25;33;209;301546
19075;38;2021;1;26;8;54;125310
13441;98;2021;1;26;32;140;240423
10967;218;2021;1;27;19;79;87613
