sku;list_products_1;list_products_2;list_products_3;list_products_4;list_products_5;list_products_6;list_products_7;list_products_8;list_products_9;list_products_10;list_products_11;list_products_12;list_products_13;list_products_14;list_products_15;list_products_16;list_products_17;list_products_18;list_products_19;list_products_20;min_price;max_price
Z449121;(1295, 1410);(1411, 1525);(1526, 1640);(1641, 1755);(1756, 1870);(1871, 1985);(1986, 2100);(2101, 2215);(2216, 2330);(2331, 2445);(2446, 2560);(2561, 2675);(2676, 2790);(2791, 2905);(2906, 3020);(3021, 3135);(3136, 3250);(3251, 3365);(3366, 3480);(3481, 3594);1295;3594
