sku;list_products_1;list_products_2;list_products_3;list_products_4;list_products_5;list_products_6;list_products_7;list_products_8;list_products_9;list_products_10;min_price;max_price
Z449121;(1295, 1545);(1546, 1795);(1796, 2045);(2046, 2295);(2296, 2545);(2546, 2795);(2796, 3045);(3046, 3295);(3296, 3545);(3546, 3594);1295;3594
